="description",="record_tracking_list_display_format_id",="age_group_desc",="RecordAgeGroupId",="record_tracking_list_event_id",="gender",="event_id",="distance",="stroke_code",="course_code",="RANK",="swim_time",="individual_time_id",="PersonId",="full_name_computed",="AthleteOrgUnitId",="lsc_id",="club_code",="meet_name",="MeetId",="country_code",="location",="location_country_code",="swim_date",="session_desc",="relay_lead_yn",="bios_display_swap_first_last_name_yn",="disable_name_swapping_yn"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="1",="55.73",="158769836",="1847879",="Lilly King",="8490",="Big Te",="IU",="2019 NCAA DI - Women",="100459",="IU",="",="",="3/22/2019",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="2",="55.88",="201350590",="1847879",="Lilly King",="8490",="Big Te",="IU",="2019 B1G 10 Champs women",="145137",="IU",="",="",="2/22/2019",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="3",="56.25",="159569006",="1847879",="Lilly King",="8490",="Big Te",="IU",="2018 NCAA DI - Women",="62067",="IU",="",="",="3/16/2018",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="4",="56.30",="187652462",="1847879",="Lilly King",="8490",="Big Te",="IU",="2017 B1G 10 Champs women",="147454",="IU",="",="",="2/17/2017",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="5",="56.85",="291161103",="1847879",="Lilly King",="8490",="Big Te",="IU",="2016 NCAA DI - Women",="39306",="IU",="",="",="3/18/2016",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="6",="57.15",="277441719",="1847879",="Lilly King",="8490",="Big Te",="IU",="2016 NCAA DI - Women",="39306",="IU",="",="",="3/18/2016",="Prelim",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="7",="57.23",="180661513",="120042",="Breeja Larson",="8597",="SEC (S",="TA&M",="2014 NCAA DI - Women",="10753",="TA&M",="",="",="3/20/2014",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="8",="57.28",="223019869",="120042",="Breeja Larson",="8597",="SEC (S",="TA&M",="2014 SEC Champs",="44360",="TA&M",="",="",="2/18/2014",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="9",="57.43",="217773788",="120042",="Breeja Larson",="8597",="SEC (S",="TA&M",="2013 SEC Champs",="26915",="TA&M",="",="",="2/19/2013",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="10",="57.53",="200281156",="120042",="Breeja Larson",="8597",="SEC (S",="TA&M",="2012 UH Phill Hansel Inv",="22796",="TA&M",="",="",="11/15/2012",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1346",="F",="15",="100",="BR",="SCY",="11",="57.71",="246472248",="120042",="Breeja Larson",="8597",="SEC (S",="TA&M",="2012 NCAA DI - Women",="136842",="TA&M",="",="",="3/15/2012",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1359",="M",="15",="100",="BR",="SCY",="1",="49.69",="293108898",="2872840",="Ian Finnerty",="8490",="Big Te",="IU",="2018 NCAA DI - Men",="36584",="IU",="",="",="3/23/2018",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1359",="M",="15",="100",="BR",="SCY",="2",="50.03",="233738791",="1063976",="Caeleb Dressel",="8619",="SEC (S",="FLOR",="2018 SEC Champs",="135562",="FLOR",="",="",="2/17/2018",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1359",="M",="15",="100",="BR",="SCY",="3",="50.04",="177236142",="593778",="Kevin Cordes",="8654",="Pacifi",="ARIZ",="2014 NCAA DI - Men",="68879",="ARIZ",="",="",="3/27/2014",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1359",="M",="15",="100",="BR",="SCY",="4",="50.55",="208405664",="593778",="Kevin Cordes",="8654",="Pacifi",="ARIZ",="2014 NCAA DI - Men",="68879",="ARIZ",="",="",="3/27/2014",="Prelim",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1359",="M",="15",="100",="BR",="SCY",="5",="50.70",="290862827",="593778",="Kevin Cordes",="8654",="Pacifi",="ARIZ",="2013 UT Invite",="72586",="ARIZ",="",="",="12/5/2013",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1359",="M",="15",="100",="BR",="SCY",="6",="50.74",="240145358",="593778",="Kevin Cordes",="8654",="Pacifi",="ARIZ",="2013 NCAA DI - Men ",="39615",="ARIZ",="",="",="3/28/2013",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1359",="M",="15",="100",="BR",="SCY",="7",="50.86",="231420736",="2577728",="Damir Dugonjic",="8084",="Pacifi",="CAL",="2009 NCAA DI - Men",="10728",="CAL",="",="",="3/26/2009",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="1",="2:01.29",="303487964",="2382382",="Kate Douglass",="8136",="ACC (A",="UVA",="2023 NCAA Division I Women's Championship",="164414",="UVA","Knoxville, TN",="",="3/18/2023",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="2",="2:01.43",="300990470",="2382382",="Kate Douglass",="8136",="ACC (A",="UVA",="Cavalier Invite",="159195",="UVA","Charlottesville, VA",="",="2/4/2023",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="3",="2:01.87",="299233965",="2382382",="Kate Douglass",="8136",="ACC (A",="UVA",="Tennessee Invitational",="162704",="UVA","Knoxville, TN",="",="11/19/2022",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="4",="2:02.19",="253613386",="2382382",="Kate Douglass",="8136",="ACC (A",="UVA",="2022 NCAA DI Women's Swimming",="97290",="UVA",="",="",="3/19/2022",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="5",="2:02.60",="182382016",="1847879",="Lilly King",="8490",="Big Te",="IU",="2018 NCAA DI - Women",="62067",="IU",="",="",="3/17/2018",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="6",="2:03.18",="189790275",="1847879",="Lilly King",="8490",="Big Te",="IU",="2017 NCAA DI - Women",="6360",="IU",="",="",="3/18/2017",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="7",="2:03.59",="235226175",="1847879",="Lilly King",="8490",="Big Te",="IU",="2016 NCAA DI - Women",="39306",="IU",="",="",="3/19/2016",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="8",="2:04.06",="152920972",="2797408",="Emma Reaney",="8169",="ACC (A",="ND",="2014 NCAA DI - Women",="10753",="ND",="",="",="3/20/2014",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="9",="2:04.34",="206103775",="2797408",="Emma Reaney",="8169",="ACC (A",="ND",="2014 ACC Champs women ",="5732",="ND",="",="",="2/19/2014",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="10",="2:04.48",="225121928",="120042",="Breeja Larson",="8597",="SEC (S",="TA&M",="2012 UH Phill Hansel Inv",="22796",="TA&M",="",="",="11/15/2012",="Prelim",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1347",="F",="16",="200",="BR",="SCY",="11",="2:04.75",="225612094",="1026409",="Rebecca Soni",="8327",="Pacifi",="USC",="2009 PAC 10 Champs women",="1",="USC",="",="",="2/25/2009",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1360",="M",="16",="200",="BR",="SCY",="1",="1:46.91",="303294059",="3858425",="Leon Marchand",="8311",="Pacifi",="ASU",="2023 NCAA Division I Men's Championships",="164416",="ASU","Minneapolis, MN",="",="3/25/2023",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1360",="M",="16",="200",="BR",="SCY",="2",="1:47.67",="303254416",="3858425",="Leon Marchand",="8311",="Pacifi",="ASU",="2023 Men's Pac 12 Championships",="165390",="ASU","Federal Way, WA",="",="3/4/2023",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1360",="M",="16",="200",="BR",="SCY",="3",="1:47.91",="169332531",="1630139",="Will Licon",="8157",="Big 12",="TEX",="2017 NCAA DI - Men",="5268",="TEX",="",="",="3/25/2017",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1360",="M",="16",="200",="BR",="SCY",="4",="1:48.12",="187599027",="1630139",="Will Licon",="8157",="Big 12",="TEX",="2016 NCAA DI - Men",="13430",="TEX",="",="",="3/26/2016",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1360",="M",="16",="200",="BR",="SCY",="5",="1:48.66",="180450771",="593778",="Kevin Cordes",="8654",="Pacifi",="ARIZ",="2014 NCAA DI - Men",="68879",="ARIZ",="",="",="3/27/2014",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1360",="M",="16",="200",="BR",="SCY",="6",="1:48.68",="219766418",="593778",="Kevin Cordes",="8654",="Pacifi",="ARIZ",="2013 NCAA DI - Men ",="39615",="ARIZ",="",="",="3/28/2013",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1360",="M",="16",="200",="BR",="SCY",="7",="1:49.79",="185313664",="593778",="Kevin Cordes",="8654",="Pacifi",="ARIZ",="2013 NCAA DI - Men ",="39615",="ARIZ",="",="",="3/28/2013",="Prelim",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1360",="M",="16",="200",="BR",="SCY",="8",="1:50.73",="207217807",="593778",="Kevin Cordes",="8654",="Pacifi",="ARIZ",="2012 Winter Nationals",="66165",="ARIZ",="",="",="11/29/2012",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1348",="F",="18",="100",="FL",="SCY",="1",="48.46",="303488030",="2382382",="Kate Douglass",="8136",="ACC (A",="UVA",="2023 NCAA Division I Women's Championship",="164414",="UVA","Knoxville, TN",="",="3/17/2023",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1348",="F",="18",="100",="FL",="SCY",="2",="48.84",="301718986",="2382382",="Kate Douglass",="8136",="ACC (A",="UVA",="2023 ACC Championships",="164821",="UVA","Greensboro, NC",="",="2/16/2023",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1348",="F",="18",="100",="FL",="SCY",="3",="48.89",="171623866",="1910765",="Maggie MacNeil",="8265",="Big Te",="MICH",="2021 NCAA DI Women's Swimming",="44256",="MICH",="",="",="3/19/2021",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1348",="F",="18",="100",="FL",="SCY",="4",="49.26",="228222426",="1910765",="Maggie MacNeil",="8265",="Big Te",="MICH",="Minnesota Invite 2019",="80055",="MICH",="",="",="12/6/2019",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1348",="F",="18",="100",="FL",="SCY",="4",="49.26",="232506803",="652170",="Louise Hansson",="8327",="Pacifi",="USC",="2019 NCAA DI - Women",="100459",="USC",="",="",="3/22/2019",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1348",="F",="18",="100",="FL",="SCY",="6",="49.34",="192093002",="652170",="Louise Hansson",="8327",="Pacifi",="USC",="2019 PAC 12 Champs women",="41209",="USC",="",="",="3/1/2019",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1348",="F",="18",="100",="FL",="SCY",="7",="49.43",="251499246",="1662217",="Kelsi Dahlia",="8412",="ACC (A",="LOU",="2016 NCAA DI - Women",="39306",="LOU",="",="",="3/18/2016",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1348",="F",="18",="100",="FL",="SCY",="8",="49.81",="255733616",="1662217",="Kelsi Dahlia",="8412",="ACC (A",="LOU",="2015 NCAA DI - Women",="32606",="LOU",="",="",="3/20/2015",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1348",="F",="18",="100",="FL",="SCY",="9",="49.89",="289492911",="1662217",="Kelsi Dahlia",="8412",="ACC (A",="LOU",="2015 NCAA DI - Women",="32606",="LOU",="",="",="3/20/2015",="Prelim",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1361",="M",="18",="100",="FL",="SCY",="1",="42.80",="265794949",="1063976",="Caeleb Dressel",="8619",="SEC (S",="FLOR",="2018 NCAA DI - Men",="36584",="FLOR",="",="",="3/23/2018",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1361",="M",="18",="100",="FL",="SCY",="2",="43.58",="151575227",="1063976",="Caeleb Dressel",="8619",="SEC (S",="FLOR",="2017 NCAA DI - Men",="5268",="FLOR",="",="",="3/24/2017",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1361",="M",="18",="100",="FL",="SCY",="3",="44.01",="267237490",="3137145",="Joe Schooling",="8157",="Big 12",="TEX",="2016 NCAA DI - Men",="13430",="TEX",="",="",="3/25/2016",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1361",="M",="18",="100",="FL",="SCY",="4",="44.18",="166323890",="1329191",="Austin Staab",="8528",="Pacifi",="STAN",="2009 NCAA DI - Men",="10728",="STAN",="",="",="3/27/2009",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1349",="F",="19",="200",="FL",="SCY",="1",="1:49.51",="159925548",="2773439",="Ella Eastin",="8528",="Pacifi",="STAN",="2018 PAC 12 Champs women",="14989",="STAN",="",="",="2/24/2018",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1349",="F",="19",="200",="FL",="SCY",="2",="1:49.92",="165714795",="373422",="Elaine Breeden",="8528",="Pacifi",="STAN",="2009 PAC 10 Champs women",="1",="STAN",="",="",="2/25/2009",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1362",="M",="19",="200",="FL",="SCY",="1",="1:37.35",="189459575",="2368505",="Jack Conger",="8157",="Big 12",="TEX",="2017 NCAA DI - Men",="5268",="TEX",="",="",="3/25/2017",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1362",="M",="19",="200",="FL",="SCY",="2",="1:37.97",="169098389",="3137145",="Joe Schooling",="8157",="Big 12",="TEX",="2016 NCAA DI - Men",="13430",="TEX",="",="",="3/26/2016",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1362",="M",="19",="200",="FL",="SCY",="3",="1:39.33",="196925505",="719012",="Dylan Bosch",="8265",="Big Te",="MICH",="2014 NCAA DI - Men",="68879",="MICH",="",="",="3/27/2014",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1362",="M",="19",="200",="FL",="SCY",="4",="1:39.65",="180646058",="850648",="Tom Shields",="8084",="Pacifi",="CAL",="2013 NCAA DI - Men ",="39615",="CAL",="",="",="3/28/2013",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1362",="M",="19",="200",="FL",="SCY",="5",="1:40.31",="259314252",="850648",="Tom Shields",="8084",="Pacifi",="CAL",="2011 PAC 10 Champs men",="73907",="CAL",="",="",="3/2/2011",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1362",="M",="19",="200",="FL",="SCY",="6",="1:40.75",="231538701",="2699685",="Shaune Fraser",="8619",="SEC (S",="FLOR",="2009 NCAA DI - Men",="10728",="FLOR",="",="",="3/26/2009",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1350",="F",="21",="200",="IM",="SCY",="1",="1:48.37",="303488430",="2382382",="Kate Douglass",="8136",="ACC (A",="UVA",="2023 NCAA Division I Women's Championship",="164414",="UVA","Knoxville, TN",="",="3/16/2023",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1350",="F",="21",="200",="IM",="SCY",="2",="1:50.08",="175623483",="2039062",="Alex Walsh",="8136",="ACC (A",="UVA",="2022 NCAA DI Women's Swimming",="97290",="UVA",="",="",="3/17/2022",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1350",="F",="21",="200",="IM",="SCY",="3",="1:50.67",="157343259",="2773439",="Ella Eastin",="8528",="Pacifi",="STAN",="2018 NCAA DI - Women",="62067",="STAN",="",="",="3/15/2018",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1350",="F",="21",="200",="IM",="SCY",="4",="1:51.65",="239204468",="2773439",="Ella Eastin",="8528",="Pacifi",="STAN",="2016 NCAA DI - Women",="39306",="STAN",="",="",="3/17/2016",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1350",="F",="21",="200",="IM",="SCY",="5",="1:51.77",="232516192",="151046",="Caitlin Leverenz",="8084",="Pacifi",="CAL",="2012 NCAA DI - Women",="136842",="CAL",="",="",="3/15/2012",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1350",="F",="21",="200",="IM",="SCY",="6",="1:52.31",="184110913",="532866",="Julia Smit",="8528",="Pacifi",="STAN",="2010 PAC 10 Champs women",="2044",="STAN",="",="",="2/24/2010",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1350",="F",="21",="200",="IM",="SCY",="7",="1:52.79",="233342949",="532866",="Julia Smit",="8528",="Pacifi",="STAN",="2009 NCAA DI - Women",="13365",="STAN",="",="",="3/19/2009",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1363",="M",="21",="200",="IM",="SCY",="1",="1:36.34",="303294247",="3858425",="Leon Marchand",="8311",="Pacifi",="ASU",="2023 NCAA Division I Men's Championships",="164416",="ASU","Minneapolis, MN",="",="3/23/2023",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1363",="M",="21",="200",="IM",="SCY",="2",="1:37.69",="303254383",="3858425",="Leon Marchand",="8311",="Pacifi",="ASU",="2022 NCAA Division I Men's Swimming Championships",="122880",="ASU",="",="",="3/24/2022",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1363",="M",="21",="200",="IM",="SCY",="3",="1:38.13",="259523993",="1063976",="Caeleb Dressel",="8619",="SEC (S",="FLOR",="2018 SEC Champs",="135562",="FLOR",="",="",="2/15/2018",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1363",="M",="21",="200",="IM",="SCY",="4",="1:39.38",="159562951",="2728041",="David Nolan",="8528",="Pacifi",="STAN",="2015 NCAA DI - Men",="20679",="STAN",="",="",="3/26/2015",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1363",="M",="21",="200",="IM",="SCY",="5",="1:40.07",="175560412",="2728041",="David Nolan",="8528",="Pacifi",="STAN",="2015 PAC 12 Champs men",="89345",="STAN",="",="",="3/5/2015",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1363",="M",="21",="200",="IM",="SCY",="6",="1:40.49",="248511196",="1181574",="Bradley Ally",="8619",="SEC (S",="FLOR",="2009 NCAA DI - Men",="10728",="FLOR",="",="",="3/26/2009",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1351",="F",="22",="400",="IM",="SCY",="1",="3:54.60",="184399473",="2773439",="Ella Eastin",="8528",="Pacifi",="STAN",="2018 NCAA DI - Women",="62067",="STAN",="",="",="3/16/2018",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1351",="F",="22",="400",="IM",="SCY",="2",="3:56.53",="151836817",="2423430",="Katie Ledecky",="8528",="Pacifi",="STAN",="2018 PAC 12 Champs women",="14989",="STAN",="",="",="2/23/2018",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1351",="F",="22",="400",="IM",="SCY",="3",="3:56.54",="196573098",="1673601",="Katinka Hosszu",="8327",="Pacifi",="USC",="2012 NCAA DI - Women",="136842",="USC",="",="",="3/15/2012",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1351",="F",="22",="400",="IM",="SCY",="4",="3:58.23",="252777625",="532866",="Julia Smit",="8528",="Pacifi",="STAN",="2010 PAC 10 Champs women",="2044",="STAN",="",="",="2/24/2010",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1364",="M",="22",="400",="IM",="SCY",="1",="3:28.82",="303320028",="3858425",="Leon Marchand",="8311",="Pacifi",="ASU",="2023 NCAA Division I Men's Championships",="164416",="ASU","Minneapolis, MN",="",="3/24/2023",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1364",="M",="22",="400",="IM",="SCY",="2",="3:31.57",="303254420",="3858425",="Leon Marchand",="8311",="Pacifi",="ASU",="2023 Men's Pac 12 Championships",="165390",="ASU","Federal Way, WA",="",="3/3/2023",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1364",="M",="22",="400",="IM",="SCY",="3",="3:32.88",="185601666",="2935336",="Hugo Gonzalez de Oliveira",="8084",="Pacifi",="CAL",="2022 NCAA Division I Men's Swimming Championships",="122880",="CAL",="",="",="3/25/2022",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1364",="M",="22",="400",="IM",="SCY",="4",="3:33.42",="259158861",="233650",="Chase Kalisz",="8388",="SEC (S",="UGA",="2017 NCAA DI - Men",="5268",="UGA",="",="",="3/24/2017",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1364",="M",="22",="400",="IM",="SCY",="5",="3:34.50",="218867021",="233650",="Chase Kalisz",="8388",="SEC (S",="UGA",="2014 NCAA DI - Men",="68879",="UGA",="",="",="3/27/2014",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1364",="M",="22",="400",="IM",="SCY",="6",="3:35.98",="211490720",="2382090",="Tyler Clary",="8265",="Big Te",="MICH",="2009 NCAA DI - Men",="10728",="MICH",="",="",="3/27/2009",="Final",="Y",="Y",="Y"
="NCAA Division I Record Progressions",="6",="Open",="7",="1364",="M",="22",="400",="IM",="SCY",="7",="3:38.03",="236210542",="2382090",="Tyler Clary",="8265",="Big Te",="MICH",="2009 B1G 10 Champs Men",="54099",="MICH",="",="",="2/26/2009",="Final",="Y",="Y",="Y"
